,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,standard_stroke,horsepower-binned
123,3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,32528.0,-1.1291782105997643,High
124,3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,34028.0,-1.1291782105997643,High
125,3,122,porsche,gas,std,two,convertible,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,37028.0,-1.1291782105997643,High
126,0,122,renault,gas,std,four,wagon,fwd,front,96.1,0.6029850746268658,0.52991452991453,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9295.0,2.03490192539915,Low
127,2,122,renault,gas,std,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5384615384615381,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.369458128079,23,31,9895.0,2.03490192539915,Low
128,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,21,28,11850.0,-0.5912845874799492,Low
129,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,12170.0,-0.5912845874799492,Low
130,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,21,28,15040.0,-3.755364723478863,Low
131,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,15510.0,-0.5912845874799492,Low
132,3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18150.0,-0.5912845874799492,Medium
133,2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18620.0,-0.5912845874799492,Medium
134,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.23582089552238822,0.264957264957265,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,31,36,5118.0,-2.8377814840391777,Low
135,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.25074626865671656,0.2820512820512823,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7053.0,-1.9518390459594812,Low
136,2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2991452991452991,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7603.0,-1.9518390459594812,Low
137,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,32,37,7126.0,-1.9518390459594812,Low
138,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,28,33,7775.0,-1.9518390459594812,Low
139,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,26,32,9960.0,-1.9518390459594812,Low
140,0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,24,25,9233.0,-1.9518390459594812,Low
141,0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,24,29,11259.0,-1.9518390459594812,Low
142,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,28,32,7463.0,-1.9518390459594812,Low
143,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,25,31,10198.0,-1.9518390459594812,Low
144,0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,23,29,8013.0,-1.9518390459594812,Low
145,0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,23,23,11694.0,-1.9518390459594812,Low
146,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,35,39,5348.0,-0.7178477929199057,Low
147,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6338.0,-0.7178477929199057,Low
148,1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6488.0,-0.7178477929199057,Low
149,0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,37,6918.0,-0.7178477929199057,Low
150,0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,7898.0,-0.7178477929199057,Low
151,0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,8778.0,-0.7178477929199057,Low
152,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,6938.0,-0.7178477929199057,Low
153,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,7198.0,-0.7178477929199057,Low
154,0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,34,36,7898.0,0.29465785059974753,Low
155,0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,38,47,7788.0,0.29465785059974753,Low
156,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,38,47,7738.0,-0.7178477929199057,Low
157,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,8358.0,-0.7178477929199057,Low
158,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,9258.0,-0.7178477929199057,Low
159,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8058.0,-0.7178477929199057,Low
160,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8238.0,-0.7178477929199057,Low
161,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9298.0,-0.5596437861199592,Low
162,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9538.0,-0.5596437861199592,Low
163,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,8449.0,0.7692698709995843,Low
164,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9639.0,0.7692698709995843,Low
165,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9989.0,0.7692698709995843,Low
166,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11199.0,0.7692698709995843,Low
167,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11549.0,0.7692698709995843,Low
168,2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.5238805970149253,0.45299145299145266,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,17669.0,0.7692698709995843,Low
169,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,29,34,8948.0,0.895833076439541,Low
170,-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,30,33,10698.0,0.29465785059974753,Low
171,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,9988.0,0.895833076439541,Low
172,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,10898.0,0.895833076439541,Low
173,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,11248.0,0.895833076439541,Low
174,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,20,24,16558.0,0.29465785059974753,Medium
175,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,19,24,15998.0,0.29465785059974753,Medium
176,-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.6970149253731346,0.52991452991453,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,20,24,15690.0,0.29465785059974753,Medium
177,-1,122,toyota,gas,std,four,wagon,rwd,front,104.5,0.6970149253731346,0.52991452991453,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,19,24,15750.0,0.29465785059974753,Medium
178,2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7775.0,0.4528618573996927,Low
179,2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,7975.0,0.4528618573996927,Low
180,2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7995.0,0.4528618573996927,Low
181,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8195.0,0.4528618573996927,Low
182,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8495.0,0.4528618573996927,Low
183,2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,37,42,9495.0,0.4528618573996927,Low
184,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,26,32,9995.0,0.4528618573996927,Low
185,3,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.27164179104477637,0.33333333333333376,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,11595.0,0.4528618573996927,Low
186,3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.3671641791044775,0.3162393162393164,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,9980.0,0.4528618573996927,Low
187,0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,19,24,13295.0,0.4528618573996927,Low
188,0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,33,38,13845.0,0.4528618573996927,Low
189,0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.6268656716417911,0.5641025641025647,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,25,31,12290.0,0.4528618573996927,Low
190,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,12940.0,-0.3381581766000358,Low
191,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,13415.0,-0.3381581766000358,Low
192,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,15985.0,-0.3381581766000358,Low
193,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,16515.0,-0.3381581766000358,Low
194,-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18420.0,-0.3381581766000358,Medium
195,-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18950.0,-0.3381581766000358,Medium
196,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,16845.0,-0.3381581766000358,Low
197,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7264957264957264,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19,25,19045.0,-0.3381581766000358,Medium
198,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,18,23,21485.0,-1.224100614679731,Medium
199,-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,26,27,22470.0,0.4528618573996927,Low
200,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,19,25,22625.0,-0.3381581766000358,Low
